IBGE,Municipio,Population,Date,TotalVaccinations,PeopleVaccinated,PeopleFullyVaccinated,PercFullyVaccinated
2308500,Mombaça,43917,2022-06-28,74913,33048,26241,59.7513491358699
2308609,Monsenhor Tabosa,17264,2022-06-28,45894,18063,15267,88.4325764596849
2308708,Morada Nova,61590,2022-06-28,126294,53989,44675,72.5361259944796
2309003,Mucambo,14561,2022-06-28,40829,17007,13696,94.0594739372296
2309201,Nova Olinda,15798,2022-06-28,16440,10138,4912,31.092543359919
2309300,Nova Russas,32487,2022-06-28,63676,27236,21663,66.68205743836
2309409,Novo Oriente,28737,2022-06-28,58617,23627,19239,66.9485332498173
2309508,Orós,21342,2022-06-28,55326,23019,18469,86.5382813232124
2309607,Pacajus,74145,2022-06-28,128118,55381,48549,65.4784543799312
2309706,Pacatuba,85647,2022-06-28,160348,64556,56619,66.1073943045291
2309904,Pacujá,6565,2022-06-28,15266,6038,5115,77.9131759329779
2310209,Paracuru,35526,2022-06-28,85006,34298,29685,83.5585205201824
2310308,Parambu,31391,2022-06-28,67779,31289,27300,86.9676021789685
2310506,Pedra Branca,43359,2022-06-28,96626,40288,32794,75.6336631379875
2310803,Pereiro,16356,2022-06-28,38276,15106,13478,82.4040107605772
2310902,Piquet Carneiro,17210,2022-06-28,41453,15503,13937,80.9819872167345
2310951,Pires Ferreira,11052,2022-06-28,26512,9931,9154,82.8266377126312
2311009,Poranga,12358,2022-06-28,30455,12148,10867,87.9349409289529
2311108,Porteiras,14920,2022-06-28,39344,16553,14016,93.941018766756
2311207,Potengi,11165,2022-06-28,20721,8893,7588,67.9623824451411
2311231,Potiretama,6455,2022-06-28,15828,6529,5435,84.1982958946553
2311264,Quiterianópolis,21246,2022-06-28,42337,18490,14762,69.4813141297185
2311306,Quixadá,88899,2022-06-28,134006,61185,50569,56.8836544843024
2311702,Reriutaba,18279,2022-06-28,44682,16992,15584,85.2563050495104
2311801,Russas,79550,2022-06-28,162021,66871,55832,70.1847894406034
2311900,Saboeiro,15757,2022-06-28,30591,12834,10580,67.1447610585772
2311959,Salitre,16714,2022-06-28,36200,15435,13209,79.0295560607874
2312106,Santana do Cariri,17726,2022-06-28,41854,17765,15284,86.2236263116326
2312205,Santa Quitéria,43719,2022-06-28,87851,37812,30776,70.3950227589835
2312304,São Benedito,48354,2022-06-28,124437,49193,44471,91.9696405674815
2312403,São Gonçalo do Amarante,49306,2022-06-28,123250,52422,45388,92.0537054313877
2312502,São João do Jaguaribe,7557,2022-06-28,17603,6870,6056,80.1376207489745
2312700,Senador Pompeu,25418,2022-06-28,66636,24003,22548,88.708789047132
2312908,Sobral,212437,2022-06-28,540734,210331,190347,89.6016230694276
2313005,Solonópole,18389,2022-06-28,28694,14435,10070,54.7609984229703
2313104,Tabuleiro do Norte,32079,2022-06-28,64878,28238,24084,75.0771532778453
2313203,Tamboril,26199,2022-06-28,53384,24757,18339,69.9988549181266
2313302,Tauá,59259,2022-06-28,92850,48962,35089,59.2129465566412
2313401,Tianguá,77111,2022-06-28,153032,68656,56664,73.4836793712959
2313500,Trairi,56653,2022-06-28,93285,40184,32831,57.9510352496779
2313609,Ubajara,35295,2022-06-28,63779,25011,24494,69.3979317183737
2313708,Umari,7740,2022-06-28,15590,6798,6072,78.4496124031008
2313906,Uruoca,13988,2022-06-28,31344,12473,11170,79.8541607091793
2313955,Varjota,18520,2022-06-28,37187,18227,13045,70.4373650107991
2314003,Várzea Alegre,41078,2022-06-28,86409,34923,30287,73.730463995326
2314102,Viçosa do Ceará,61916,2022-06-28,146871,57754,52378,84.595258091608
2400109,Acari,11106,2022-06-28,28113,10378,9665,87.0250315144967
2400208,Açu,58743,2022-06-28,132544,53084,47059,80.1099705496825
2400307,Afonso Bezerra,11024,2022-06-28,20420,7494,7028,63.7518142235123
2400505,Alexandria,13529,2022-06-28,44437,17879,15283,112.964742405204
2400604,Almino Afonso,4685,2022-06-28,11418,4363,3864,82.4759871931697
2400703,Alto do Rodrigues,14923,2022-06-28,34882,13357,12034,80.6406218588756
2400802,Angicos,11695,2022-06-28,25192,10221,8930,76.3574176998718
2401008,Apodi,35904,2022-06-28,99436,35052,33093,92.1707887700535
2401107,Areia Branca,28156,2022-06-28,57302,23082,20030,71.1393663872709
2401206,Arês,14526,2022-06-28,29844,11526,10423,71.7540961035385
2401305,Campo Grande,9686,2022-06-28,19047,7726,6823,70.4418748709478
2401453,Baraúna,29112,2022-06-28,50238,20841,18147,62.3351195383347
2401701,Bom Jesus,10323,2022-06-28,20570,8333,7299,70.7061900610288
2401800,Brejinho,12873,2022-06-28,27252,11002,10111,78.5442398819234
2402006,Caicó,68726,2022-06-28,146240,54882,49967,72.7046532607747
2402204,Canguaretama,34814,2022-06-28,71886,29593,25630,73.6198081231688
2402303,Caraúbas,20588,2022-06-28,53153,19159,17758,86.2541286186128
2402501,Carnaubais,10972,2022-06-28,20239,8019,6936,63.2154575282537
2402600,Ceará-Mirim,74268,2022-06-28,156745,63770,55659,74.9434480529973
2402709,Cerro Corá,11182,2022-06-28,25059,10466,8834,79.0019674476838
2402907,Coronel João Pessoa,4918,2022-06-28,12438,4428,4308,87.5965839772265
2403103,Currais Novos,45022,2022-06-28,95479,37481,33588,74.6035271644974
2403202,Doutor Severiano,7068,2022-06-28,18115,6750,6228,88.1154499151104
2403251,Parnamirim,272490,2022-06-28,503084,200033,176766,64.8706374545855
2403301,Encanto,5697,2022-06-28,14104,5004,4676,82.0782868176233
2403608,Extremoz,29282,2022-06-28,84873,34014,30693,104.818659927601
2403707,Felipe Guerra,6009,2022-06-28,18975,7581,6408,106.64003994009
2403905,Francisco Dantas,2801,2022-06-28,8849,3107,2881,102.856122813281
2404002,Frutuoso Gomes,4015,2022-06-28,11222,4025,3718,92.6027397260274
2404200,Goianinha,27004,2022-06-28,65752,27239,23680,87.690712487039
2404309,Governador Dix-Sept Rosado,13115,2022-06-28,26850,10332,8948,68.2272207396111
2404408,Grossos,10541,2022-06-28,17688,7415,6305,59.8140593871549
2404507,Guamaré,16261,2022-06-28,35454,14365,12666,77.8918885677388
2404606,Ielmo Marinho,14033,2022-06-28,26029,10431,9115,64.9540369129908
2404705,Ipanguaçu,15759,2022-06-28,31232,12169,10753,68.2340250015864
2404853,Itajá,7641,2022-06-28,14956,6351,5240,68.5774113335951
2404903,Itaú,5916,2022-06-28,17515,6758,5985,101.166328600406
2405009,Jaçanã,9341,2022-06-28,20388,7964,7252,77.6362273846483
2405108,Jandaíra,6907,2022-06-28,13843,5892,4917,71.1886491964674
2405207,Janduís,5228,2022-06-28,15025,5818,4964,94.9502677888294
2405306,Januário Cicco,10367,2022-06-28,14120,6042,5073,48.9341178740234
2405504,Jardim de Angicos,2600,2022-06-28,5914,2280,2081,80.0384615384615
2405702,Jardim do Seridó,12397,2022-06-28,30562,10940,9994,80.6162781318061
2405801,João Câmara,35360,2022-06-28,66902,28193,24102,68.1617647058824
2405900,João Dias,2653,2022-06-28,6465,2392,2237,84.3196381454957
2406007,José da Penha,5941,2022-06-28,16526,6049,5701,95.9602760478034
2406106,Jucurutu,18335,2022-06-28,40181,16476,14304,78.014725934006
2406155,Jundiá,3945,2022-06-28,7965,3225,2851,72.2686945500634
2406304,Lagoa de Pedras,7624,2022-06-28,14119,6226,5090,66.7628541448059
2406502,Lagoa Nova,15880,2022-06-28,40193,16682,14788,93.1234256926952
2406601,Lagoa Salgada,8348,2022-06-28,18203,7396,6589,78.9290848107331
2406700,Lajes,11410,2022-06-28,23401,9751,8290,72.6555652936021
2407005,Luís Gomes,10175,2022-06-28,24419,9152,8497,83.5085995085995
2407104,Macaíba,82828,2022-06-28,143174,58673,51685,62.4003960013522
2407203,Macau,32260,2022-06-28,59067,22996,20149,62.4581525108494
2407252,Major Sales,4102,2022-06-28,9611,3541,3470,84.5928815212092
2407302,Marcelino Vieira,8325,2022-06-28,20791,7951,7540,90.5705705705706
2407500,Maxaranguape,12714,2022-06-28,19705,8195,7040,55.3720308321535
2407708,Montanhas,11166,2022-06-28,30117,12147,10434,93.4443847393874
2407807,Monte Alegre,22698,2022-06-28,43816,16802,15657,68.9796457837695
2408003,Mossoró,303792,2022-06-28,639705,246038,219788,72.3481856006741
2408102,Natal,896708,2022-06-28,2030483,799247,706949,78.838261730686
2408201,Nísia Floresta,28266,2022-06-28,56676,23503,20183,71.4038066935541
2408300,Nova Cruz,37554,2022-06-28,81428,33523,29735,79.1793151195612
2408706,Paraú,3732,2022-06-28,7812,3196,2971,79.6087888531618
2408805,Parazinho,5307,2022-06-28,10796,4502,4051,76.3331449029584
2408904,Parelhas,21611,2022-06-28,51349,20437,18478,85.502753227523
2408953,Rio do Fogo,10961,2022-06-28,16496,7139,6076,55.4328984581699
2409100,Passa e Fica,13667,2022-06-28,24408,9211,8678,63.4960122923831
2409308,Patu,12861,2022-06-28,30383,11265,11242,87.4115543114843
2409407,Pau dos Ferros,30802,2022-06-28,84407,31106,28089,91.1921303811441
2409605,Pedra Preta,2419,2022-06-28,6354,2319,2062,85.2418354692022
2409803,Pedro Velho,14881,2022-06-28,26418,11009,9619,64.6394731536859
2409902,Pendências,15411,2022-06-28,29011,10885,9907,64.2852507948868
2410009,Pilões,3900,2022-06-28,11045,3660,3426,87.8461538461539
2410108,Poço Branco,15646,2022-06-28,26984,10994,9721,62.1308960756743
2410207,Portalegre,7944,2022-06-28,21774,7640,7291,91.7799597180262
2410256,Porto do Mangue,6605,2022-06-28,9924,4042,3497,52.9447388342165
2410405,Pureza,9825,2022-06-28,24175,9688,8698,88.529262086514
2410603,Rafael Godeiro,3214,2022-06-28,7780,2961,2749,85.5320472930927
2410801,Riacho de Santana,4194,2022-06-28,10808,3863,3619,86.2899380066762
2410900,Riachuelo,8310,2022-06-28,15461,6411,5533,66.5824308062575
2411007,Rodolfo Fernandes,4457,2022-06-28,11345,4066,3830,85.9322414179942
2411056,Tibau,4173,2022-06-28,12839,5257,4499,107.812125569135
2411106,Ruy Barbosa,3584,2022-06-28,8467,3246,3023,84.3470982142857
2411205,Santa Cruz,40295,2022-06-28,86723,34766,30586,75.9051991562229
2411403,Santana do Matos,11808,2022-06-28,27760,10176,9566,81.0128726287263
2411429,Santana do Seridó,2699,2022-06-28,6693,2494,2335,86.5135235272323
2411502,Santo Antônio,24422,2022-06-28,45870,18299,16202,66.3418229465236
2411601,São Bento do Norte,2687,2022-06-28,6003,2553,2208,82.1734276144399
2411809,São Fernando,3606,2022-06-28,10486,3879,3468,96.1730449251248
2411908,São Francisco do Oeste,4281,2022-06-28,11900,4144,3932,91.847699135716
2412005,São Gonçalo do Amarante,104919,2022-06-28,206399,83128,73333,69.8948712816554
2412104,São João do Sabugi,6221,2022-06-28,15198,5651,5362,86.1919305577881
2412203,São José de Mipibu,44566,2022-06-28,93468,38192,33737,75.7012071983126
2412302,São José do Campestre,12901,2022-06-28,24970,10267,8740,67.7466863033873
2412401,São José do Seridó,4696,2022-06-28,11532,4298,3835,81.6652470187394
2412500,São Miguel,23789,2022-06-28,57706,22395,19975,83.9673798814578
2412559,São Miguel do Gostoso,10441,2022-06-28,18865,8318,7043,67.4552245953453
2412609,São Paulo do Potengi,17858,2022-06-28,37424,15257,13576,76.0219509463546
2412708,São Pedro,5889,2022-06-28,13558,5931,4746,80.5909322465614
2412807,São Rafael,8183,2022-06-28,16988,6602,6000,73.3227422705609
2412906,São Tomé,11051,2022-06-28,26376,10307,9177,83.0422586191295
2413003,São Vicente,6476,2022-06-28,12973,5047,4550,70.2594193946881
2413102,Senador Elói de Souza,6167,2022-06-28,13455,5871,4593,74.4770552943084
2413300,Serra de São Bento,5739,2022-06-28,14379,5544,5127,89.3361212754835
2413359,Serra do Mel,12225,2022-06-28,23758,10051,8428,68.9406952965235
2413409,Serra Negra do Norte,8105,2022-06-28,16937,6954,6240,76.9895126465145
2413508,Serrinha,6128,2022-06-28,12943,5112,4736,77.2845953002611
2413607,Severiano Melo,1743,2022-06-28,18439,6137,5808,333.218588640275
2413904,Taipu,12314,2022-06-28,24214,9620,8383,68.0769855449082
2414001,Tangará,16008,2022-06-28,28328,11301,9980,62.343828085957
2414100,Tenente Ananias,10923,2022-06-28,27172,9899,9242,84.6104550032042
2414159,Tenente Laurentino Cruz,6085,2022-06-28,12194,5152,4395,72.2267871815941
2414209,Tibau do Sul,14694,2022-06-28,22477,9991,8027,54.6277392132843
2414308,Timbaúba dos Batistas,2427,2022-06-28,5238,1964,1824,75.1545117428925
2414407,Touros,33716,2022-06-28,56976,25030,21111,62.6141891090284
2414456,Triunfo Potiguar,3195,2022-06-28,7063,3204,2577,80.6572769953052
2414605,Upanema,14937,2022-06-28,29087,12103,10523,70.4492200575752
2414704,Várzea,5529,2022-06-28,11515,4825,4312,77.9887863989872
2414753,Venha-Ver,4232,2022-06-28,9811,3781,3464,81.8525519848771
2414803,Vera Cruz,12789,2022-06-28,30621,12011,10747,84.0331534912816
2500106,Água Branca,10375,2022-06-28,23573,9224,8421,81.166265060241
2500205,Aguiar,5622,2022-06-28,12498,4941,4516,80.327285663465
2500304,Alagoa Grande,28384,2022-06-28,71594,27734,26303,92.668404735062
2500502,Alagoinha,14629,2022-06-28,29180,12287,10882,74.3864925832251
2500536,Alcantil,5527,2022-06-28,12619,5291,4761,86.140763524516
2500601,Alhandra,19865,2022-06-28,42603,20001,15900,80.0402718348855
2500700,São João do Rio do Peixe,18020,2022-06-28,44640,16530,15641,86.7980022197558
2500734,Amparo,2264,2022-06-28,7443,2732,2601,114.885159010601
2500809,Araçagi,16857,2022-06-28,38621,16370,14629,86.7829388384647
2500908,Arara,13613,2022-06-28,29654,11774,10803,79.3579666495262
2501005,Araruna,20610,2022-06-28,37874,15679,13887,67.3799126637555
2501104,Areia,22493,2022-06-28,58564,22701,20844,92.6688303027609
2501203,Areial,7054,2022-06-28,19149,7616,6886,97.618372554579
2501500,Bananeiras,21220,2022-06-28,51615,20827,18559,87.4599434495759
2501609,Barra de Santa Rosa,15607,2022-06-28,33305,13133,12125,77.689498302044
2501708,Barra de São Miguel,6095,2022-06-28,17164,6582,6188,101.525840853158
2501807,Bayeux,97519,2022-06-28,176447,80375,68107,69.8397235410535
2501906,Belém,17733,2022-06-28,36986,15394,13525,76.2702306434332
2502003,Belém do Brejo do Cruz,7356,2022-06-28,15041,6512,5507,74.8640565524742
2502052,Bernardino Batista,3571,2022-06-28,8438,3448,3118,87.3144777373285
2502102,Boa Ventura,5248,2022-06-28,14212,5357,5079,96.7797256097561
2502151,Boa Vista,7218,2022-06-28,18142,6940,6424,88.9997229149349
2502508,Boqueirão,17934,2022-06-28,40461,17459,15127,84.3481654957065
2502706,Borborema,5311,2022-06-28,12096,4782,4349,81.8866503483337
2502805,Brejo do Cruz,14287,2022-06-28,29735,12676,11171,78.1899629033387
2502904,Brejo dos Santos,6479,2022-06-28,12912,5288,4690,72.3877141534188
2503001,Caaporã,22079,2022-06-28,42704,18346,16581,75.0985098962815
2503100,Cabaceiras,5710,2022-06-28,12333,4925,4399,77.0402802101576
2503209,Cabedelo,69773,2022-06-28,161191,64604,61601,88.2877330772648
2503308,Cachoeira dos Índios,10364,2022-06-28,22664,9032,8223,79.3419529139328
2503506,Cacimba de Dentro,17169,2022-06-28,39395,16399,14841,86.4406779661017
2503555,Cacimbas,7225,2022-06-28,17727,7160,6525,90.3114186851211
2503605,Caiçara,7182,2022-06-28,13619,5718,5133,71.4703425229741
2503704,Cajazeiras,62576,2022-06-28,149579,61257,55105,88.0609179238047
2503902,Camalaú,6048,2022-06-28,17461,6652,6382,105.522486772487
2504009,Campina Grande,413830,2022-06-28,835025,366231,293235,70.8588067563976
2504157,Casserengue,7530,2022-06-28,16226,6839,6242,82.8950863213811
2504207,Catingueira,4938,2022-06-28,11411,4276,4051,82.0372620494127
2504306,Catolé do Rocha,30819,2022-06-28,73133,27806,26243,85.1520166131283
2504355,Caturité,4898,2022-06-28,14163,5288,5006,102.204981625153
2504405,Conceição,19030,2022-06-28,42999,17730,15604,81.9968470835523
2504504,Condado,6662,2022-06-28,17500,6860,6318,94.8363854698289
2504603,Conde,25341,2022-06-28,55973,25334,21524,84.9374531391816
2504702,Congo,4787,2022-06-28,17149,6382,5914,123.542928765406
2504801,Coremas,15438,2022-06-28,35517,14285,13070,84.6612255473507
2504900,Cruz do Espírito Santo,17599,2022-06-28,37968,15557,14690,83.4706517415762
2505006,Cubati,7866,2022-06-28,19477,7505,6976,88.6854818204933
2505105,Cuité,20331,2022-06-28,52340,20132,18062,88.8397029167282
2505238,Cuité de Mamanguape,6360,2022-06-28,11641,5101,4443,69.8584905660377
2505279,Curral de Cima,5209,2022-06-28,13385,5024,4750,91.1883278940296
2505303,Curral Velho,2508,2022-06-28,5743,2095,2040,81.3397129186603
2505402,Desterro,8332,2022-06-28,21771,8493,7906,94.8871819491118
2505501,Vista Serrana,3850,2022-06-28,7947,3233,2966,77.038961038961
2505709,Dona Inês,10375,2022-06-28,27544,10443,9804,94.4963855421687
2505907,Emas,3556,2022-06-28,7934,3063,2845,80.0056242969629
2506004,Esperança,33386,2022-06-28,79106,31673,28391,85.0386389504583
2506103,Fagundes,11180,2022-06-28,30961,11944,10672,95.4561717352415
2506202,Frei Martinho,2989,2022-06-28,8808,3011,2914,97.4907995985279
2506251,Gado Bravo,8292,2022-06-28,17614,7976,6126,73.8784370477569
2506301,Guarabira,59389,2022-06-28,133740,55208,49000,82.5068615400158
2506400,Gurinhém,14125,2022-06-28,31634,12152,11219,79.4265486725664
2506509,Gurjão,3477,2022-06-28,9682,3516,3392,97.5553638193845
2506608,Ibiara,5877,2022-06-28,15457,5768,4713,80.193976518632
2506707,Imaculada,11877,2022-06-28,29307,10981,10347,87.1179590805759
2506806,Ingá,18184,2022-06-28,43947,17359,15950,87.7144742630884
2506905,Itabaiana,24363,2022-06-28,68835,26519,24735,101.526905553503
2507002,Itaporanga,24960,2022-06-28,60340,23394,21621,86.6225961538462
2507101,Itapororoca,18978,2022-06-28,39351,16832,14493,76.3673727473917
2507200,Itatuba,11069,2022-06-28,28279,10747,10103,91.2729243834131
2507309,Jacaraú,14467,2022-06-28,33804,13827,12542,86.6938549803
2507408,Jericó,7751,2022-06-28,21407,7852,7483,96.542381628177
2507507,João Pessoa,825796,2022-06-28,1784793,756649,665330,80.5683243803554
2507606,Juarez Távora,8014,2022-06-28,18510,7573,6901,86.1118043424008
2507705,Juazeirinho,18422,2022-06-28,35876,15021,12846,69.7318423623928
2507804,Junco do Seridó,7238,2022-06-28,17534,6699,6167,85.2030947775629
2507903,Juripiranga,10830,2022-06-28,24092,9711,8897,82.151431209603
2508000,Juru,9831,2022-06-28,26183,9239,8886,90.3875495880378
2508208,Lagoa de Dentro,7754,2022-06-28,18012,7609,6740,86.9228785143152
2508307,Lagoa Seca,27728,2022-06-28,62914,25136,22612,81.5493364108482
2508505,Livramento,7274,2022-06-28,18506,7187,6688,91.9439098157823
2508604,Lucena,13344,2022-06-28,25363,12067,9872,73.9808153477218
2508802,Malta,5745,2022-06-28,15505,5696,5277,91.8537859007833
2508901,Mamanguape,45385,2022-06-28,84996,38531,31695,69.8358488487386
2509008,Manaíra,10988,2022-06-28,25962,10400,9441,85.9210047324354
2509107,Mari,21895,2022-06-28,51487,20755,18993,86.7458323818223
2509156,Marizópolis,6689,2022-06-28,13885,5680,5118,76.5136791747645
2509206,Massaranduba,14077,2022-06-28,35942,13667,12754,90.6016907011437
2509396,Maturéia,6690,2022-06-28,17497,6162,5900,88.1913303437967
2509404,Mogeiro,13238,2022-06-28,31815,12765,11715,88.4952409729566
2509503,Montadas,5806,2022-06-28,13304,5175,4842,83.3964863933862
2509602,Monte Horebe,4867,2022-06-28,11491,4482,4208,86.4598315183892
2509701,Monteiro,33638,2022-06-28,92490,34969,32845,97.6425471193293
2509800,Mulungu,9962,2022-06-28,19203,8279,6814,68.3999196948404
2510204,Nova Olinda,5892,2022-06-28,15492,6086,5718,97.0468431771894
2510402,Olho d'Água,6399,2022-06-28,15609,6301,5602,87.5449288951399
2510501,Olivedos,3989,2022-06-28,9321,3640,3424,85.8360491351216
2510659,Parari,1747,2022-06-28,5212,1877,1790,102.461362335432
2510709,Passagem,2453,2022-06-28,5467,2080,1929,78.6384019567876
2510808,Patos,108766,2022-06-28,247804,100141,90285,83.0084769137414
2510907,Paulista,12411,2022-06-28,27511,11705,10197,82.1609862218999
2511004,Pedra Branca,3802,2022-06-28,9654,3796,3532,92.8984744871121
2511202,Pedras de Fogo,28607,2022-06-28,59458,25029,22273,77.8585660852239
