IBGE,Municipio,population
4306502,Dom Feliciano,15556
4306551,Dom Pedro de Alcântara,2520
4306601,Dom Pedrito,38222
4306700,Dona Francisca,2958
4306734,Doutor Maurício Cardoso,4380
4306759,Doutor Ricardo,1967
4306767,Eldorado do Sul,42490
4306809,Encantado,23047
4306908,Encruzilhada do Sul,26039
4306924,Engenho Velho,932
4306932,Entre-Ijuís,8350
4306957,Entre Rios do Sul,2724
4306973,Erebango,2978
4307005,Erechim,107368
4307054,Ernestina,3171
4307104,Herval,6807
4307203,Erval Grande,4780
4307302,Erval Seco,6697
4307401,Esmeralda,3291
4307450,Esperança do Sul,2846
4307500,Espumoso,15594
4307559,Estação,5924
4307609,Estância Velha,51292
4307708,Esteio,83352
4307807,Estrela,34669
4307815,Estrela Velha,3646
4307831,Eugênio de Castro,2310
4307864,Fagundes Varela,2750
4307906,Farroupilha,73758
4308003,Faxinal do Soturno,6651
4308052,Faxinalzinho,2256
4308078,Fazenda Vilanova,4680
4308102,Feliz,13728
4308201,Flores da Cunha,31352
4308250,Floriano Peixoto,1709
4308300,Fontoura Xavier,10181
4308409,Formigueiro,6569
4308433,Forquetinha,2389
4308458,Fortaleza dos Valos,4252
4308508,Frederico Westphalen,31675
4308607,Garibaldi,35794
4308656,Garruchos,2851
4308706,Gaurama,5447
4308805,General Câmara,8339
4308854,Gentil,1619
4308904,Getúlio Vargas,16158
4309001,Giruá,15729
4309050,Glorinha,8304
4309100,Gramado,36864
4309126,Gramado dos Loureiros,2036
4309159,Gramado Xavier,4378
4309209,Gravataí,285564
4309258,Guabiju,1478
4309308,Guaíba,98331
4309407,Guaporé,26199
4309506,Guarani das Missões,7393
4309555,Harmonia,4967
4309571,Herveiras,3019
4309605,Horizontina,19446
4309654,Hulha Negra,6894
4309704,Humaitá,4712
4309753,Ibarama,4393
4309803,Ibiaçá,4690
4309902,Ibiraiaras,7267
4309951,Ibirapuitã,3988
4310009,Ibirubá,20474
4310108,Igrejinha,37754
4310207,Ijuí,84041
4310306,Ilópolis,4054
4310330,Imbé,23721
4310363,Imigrante,3103
4310405,Independência,6054
4310413,Inhacorá,2207
4310439,Ipê,6736
4310462,Ipiranga do Sul,1871
4310504,Iraí,7046
4310538,Itaara,5573
4310553,Itacurubi,3456
4310579,Itapuca,2037
4310603,Itaqui,37363
4310652,Itati,2377
4310702,Itatiba do Sul,3143
4310751,Ivorá,1854
4310801,Ivoti,25068
4310850,Jaboticaba,3738
4310876,Jacuizinho,2718
4310900,Jacutinga,3532
4311007,Jaguarão,26327
4311106,Jaguari,10684
4311122,Jaquirana,3611
4311130,Jari,3472
4311155,Jóia,8571
4311205,Júlio de Castilhos,19159
4311239,Lagoa Bonita do Sul,2939
4311254,Lagoão,6469
4311270,Lagoa dos Três Cantos,1604
4311304,Lagoa Vermelha,27751
4311403,Lajeado,86005
4311429,Lajeado do Bugre,2569
4311502,Lavras do Sul,7410
4311601,Liberato Salzano,5087
4311627,Lindolfo Collor,6193
4311643,Linha Nova,1724
4311700,Machadinho,5411
4311718,Maçambará,4539
4311734,Mampituba,2965
4311759,Manoel Viana,7315
4311775,Maquiné,6747
4311791,Maratá,2713
4311809,Marau,45523
4311908,Marcelino Ramos,4239
4311981,Mariana Pimentel,3892
4312005,Mariano Moro,1987
4312054,Marques de Souza,3981
4312104,Mata,4760
4312138,Mato Castelhano,2543
4312153,Mato Leitão,4627
4312179,Mato Queimado,1611
4312203,Maximiliano de Almeida,4254
4312252,Minas do Leão,8130
4312302,Miraguaí,4899
4312351,Montauri,1430
4312377,Monte Alegre dos Campos,3237
4312385,Monte Belo do Sul,2514
4312401,Montenegro,66157
4312427,Mormaço,3139
4312443,Morrinhos do Sul,2891
4312450,Morro Redondo,6609
4312476,Morro Reuter,6570
4312500,Mostardas,12888
4312609,Muçum,4967
4312617,Muitos Capões,3184
4312625,Muliterno,1901
4312658,Não-Me-Toque,17886
4312674,Nicolau Vergueiro,1667
4312708,Nonoai,11574
4312757,Nova Alvorada,3698
4312807,Nova Araçá,4890
4312906,Nova Bassano,10089
4312955,Nova Boa Vista,1731
4313003,Nova Bréscia,3345
4313011,Nova Candelária,2677
4313037,Nova Esperança do Sul,5465
4313060,Nova Hartz,22147
4313086,Nova Pádua,2563
4313102,Nova Palma,6519
4313201,Nova Petrópolis,21717
4313300,Nova Prata,28021
4313334,Nova Ramada,2195
4313359,Nova Roma do Sul,3743
4313375,Nova Santa Rita,30482
4313391,Novo Cabrais,4246
4313409,Novo Hamburgo,247303
4313425,Novo Machado,3191
4313441,Novo Tiradentes,2189
4313466,Novo Xingu,1705
4313490,Novo Barreiro,4185
4313508,Osório,46815
4313607,Paim Filho,3731
4313656,Palmares do Sul,11342
4313706,Palmeira das Missões,32967
4313805,Palmitinho,7056
4313904,Panambi,44583
4313953,Pantano Grande,8995
4314001,Paraí,7793
4314027,Paraíso do Sul,7635
4314035,Pareci Novo,3885
4314050,Parobé,59419
4314068,Passa Sete,5790
4314076,Passo do Sobrado,6612
4314100,Passo Fundo,206103
4314134,Paulo Bento,2303
4314159,Paverama,8541
4314175,Pedras Altas,1928
4314209,Pedro Osório,7683
4314308,Pejuçara,3840
4314407,Pelotas,343826
4314423,Picada Café,5780
4314456,Pinhal,2581
4314464,Pinhal da Serra,1896
4314472,Pinhal Grande,4309
4314498,Pinheirinho do Vale,4926
4314506,Pinheiro Machado,12122
4314548,Pinto Bandeira,3068
4314555,Pirapó,2205
4314605,Piratini,20743
4314704,Planalto,9957
4314753,Poço das Antas,2105
4314779,Pontão,3898
4314787,Ponte Preta,1501
4314803,Portão,38081
4314902,Porto Alegre,1492530
4315008,Porto Lucena,4514
4315057,Porto Mauá,2332
4315073,Porto Vera Cruz,1258
4315107,Porto Xavier,10144
4315131,Pouso Novo,1586
4315149,Presidente Lucena,2972
4315156,Progresso,6235
4315172,Protásio Alves,1929
4315206,Putinga,3861
4315305,Quaraí,22531
4315313,Quatro Irmãos,1860
4315321,Quevedos,2793
4315354,Quinze de Novembro,3810
4315404,Redentora,11782
4315453,Relvado,2068
4315503,Restinga Sêca,15702
4315552,Rio dos Índios,2571
4315602,Rio Grande,212881
4315701,Rio Pardo,38257
4315750,Riozinho,4698
4315800,Roca Sales,11556
4315909,Rodeio Bonito,5868
4315958,Rolador,2270
4316006,Rolante,21591
4316105,Ronda Alta,10633
4316204,Rondinha,5033
4316303,Roque Gonzales,6750
4316402,Rosário do Sul,39210
4316428,Sagrada Família,2601
4316436,Saldanha Marinho,2596
4316451,Salto do Jacuí,12512
4316477,Salvador das Missões,2734
4316501,Salvador do Sul,7975
4316600,Sananduva,16382
4316709,Santa Bárbara do Sul,7813
4316733,Santa Cecília do Sul,1630
4316758,Santa Clara do Sul,6755
4316808,Santa Cruz do Sul,132271
4316907,Santa Maria,285159
4316956,Santa Maria do Herval,6382
4316972,Santa Margarida do Sul,2593
4317004,Santana da Boa Vista,8037
4317103,Sant'Ana do Livramento,75647
4317202,Santa Rosa,73882
4317251,Santa Tereza,1722
4317301,Santa Vitória do Palmar,29298
4317400,Santiago,49298
4317509,Santo Ângelo,77544
4317558,Santo Antônio do Palma,2118
4317608,Santo Antônio da Patrulha,43397
4317707,Santo Antônio das Missões,9930
4317756,Santo Antônio do Planalto,2018
4317806,Santo Augusto,13813
4317905,Santo Cristo,14177
4317954,Santo Expedito do Sul,2287
4318002,São Borja,59768
4318051,São Domingos do Sul,3091
4318101,São Francisco de Assis,18081
4318200,São Francisco de Paula,21871
4318309,São Gabriel,62187
4318408,São Jerônimo,24569
4318424,São João da Urtiga,4625
4318432,São João do Polêsine,2535
4318440,São Jorge,2808
4318457,São José das Missões,2491
4318465,São José do Herval,1917
4318481,São José do Hortêncio,4924
4318499,São José do Inhacorá,2040
4318507,São José do Norte,27866
4318606,São José do Ouro,6911
4318614,São José do Sul,2464
4318622,São José dos Ausentes,3559
4318705,São Leopoldo,240378
4318804,São Lourenço do Sul,43501
4318903,São Luiz Gonzaga,33124
4319000,São Marcos,21756
4319109,São Martinho,5336
4319125,São Martinho da Serra,3228
4319158,São Miguel das Missões,7692
4319208,São Nicolau,5153
4319307,São Paulo das Missões,5654
4319356,São Pedro da Serra,3881
4319364,São Pedro das Missões,2025
4319372,São Pedro do Butiá,2950
4319406,São Pedro do Sul,16100
4319505,São Sebastião do Caí,26161
4319604,São Sepé,23492
4319703,São Valentim,3220
4319711,São Valentim do Sul,2248
4319737,São Valério do Sul,2732
4319752,São Vendelino,2288
4319802,São Vicente do Sul,8742
4319901,Sapiranga,80514
4320008,Sapucaia do Sul,142508
4320107,Sarandi,25024
4320206,Seberi,10678
4320230,Sede Nova,2875
4320263,Segredo,7465
4320305,Selbach,5114
4320321,Senador Salgado Filho,2761
4320354,Sentinela do Sul,5635
4320404,Serafina Corrêa,18074
4320453,Sério,1889
4320503,Sertão,5220
4320552,Sertão Santana,6586
4320578,Sete de Setembro,1931
4320602,Severiano de Almeida,3607
4320651,Silveira Martins,2365
4320677,Sinimbu,10152
4320701,Sobradinho,15041
4320800,Soledade,31067
4320859,Tabaí,4816
4320909,Tapejara,24973
4321006,Tapera,10569
4321105,Tapes,17363
4321204,Taquara,57740
4321303,Taquari,26907
4321329,Taquaruçu do Sul,3081
4321352,Tavares,5484
4321402,Tenente Portela,13385
4321436,Terra de Areia,11323
4321451,Teutônia,34275
4321469,Tio Hugo,3078
4321477,Tiradentes do Sul,5532
4321493,Toropi,2753
4321501,Torres,39381
4321600,Tramandaí,53507
4321626,Travesseiro,2331
4321634,Três Arroios,2620
4321667,Três Cachoeiras,11174
4321709,Três Coroas,28948
4321808,Três de Maio,23846
4321832,Três Forquilhas,2643
4321857,Três Palmeiras,4232
4321907,Três Passos,23799
4321956,Trindade do Sul,5781
4322004,Triunfo,30159
4322103,Tucunduva,5612
4322152,Tunas,4585
4322186,Tupanci do Sul,1447
4322202,Tupanciretã,24182
4322251,Tupandi,5019
4322301,Tuparendi,7730
4322327,Turuçu,3408
4322343,Ubiretama,1952
4322350,União da Serra,1084
4322376,Unistalda,2306
4322400,Uruguaiana,126766
4322509,Vacaria,66916
4322525,Vale Verde,3531
4322533,Vale do Sol,11873
4322541,Vale Real,6046
4322558,Vanini,2130
4322608,Venâncio Aires,72373
4322707,Vera Cruz,27325
4322806,Veranópolis,26813
4322855,Vespasiano Corrêa,1776
4322905,Viadutos,4628
4323002,Viamão,257330
4323101,Vicente Dutra,4530
4323200,Victor Graeff,2840
4323309,Vila Flores,3407
4323358,Vila Lângaro,2070
4323408,Vila Maria,4368
4323457,Vila Nova do Sul,4274
4323507,Vista Alegre,2726
4323606,Vista Alegre do Prata,1553
4323705,Vista Gaúcha,2858
4323754,Vitória das Missões,3052
4323770,Westfália,3046
4323804,Xangri-lá,17126
5000203,Água Clara,16025
5000252,Alcinópolis,5489
5000609,Amambai,40247
5000708,Anastácio,25336
5000807,Anaurilândia,9116
5000856,Angélica,11081
5000906,Antônio João,9082
5001003,Aparecida do Taboado,26386
5001102,Aquidauana,48184
5001243,Aral Moreira,12511
5001508,Bandeirantes,7281
5001904,Bataguassu,23620
5002001,Batayporã,11368
5002100,Bela Vista,24842
5002159,Bodoquena,7802
5002209,Bonito,22401
5002308,Brasilândia,11835
5002407,Caarapó,31005
5002605,Camapuã,13675
5002704,Campo Grande,916001
5002803,Caracol,6247
5002902,Cassilândia,22063
5002951,Chapadão do Sul,26499
5003108,Corguinho,6158
5003157,Coronel Sapucaia,15449
5003207,Corumbá,112669
5003256,Costa Rica,21456
5003306,Coxim,33547
5003454,Deodápolis,13043
5003488,Dois Irmãos do Buriti,11547
5003504,Douradina,6025
5003702,Dourados,227990
5003751,Eldorado,12447
5003801,Fátima do Sul,19152
5003900,Figueirão,3066
5004007,Glória de Dourados,9934
5004106,Guia Lopes da Laguna,9754
5004304,Iguatemi,16273
5004403,Inocência,7566
5004502,Itaporã,25478
5004601,Itaquiraí,21604
5004700,Ivinhema,23277
5004809,Japorã,9372
5004908,Jaraguari,7342
5005004,Jardim,26375
5005103,Jateí,4015
5005152,Juti,6861
5005202,Ladário,24040
5005251,Laguna Carapã,7496
5005400,Maracaju,48944
5005608,Miranda,28423
5005681,Mundo Novo,18578
5005707,Naviraí,56484
5005806,Nioaque,13794
5006002,Nova Alvorada do Sul,22967
5006200,Nova Andradina,56057
5006259,Novo Horizonte do Sul,3556
5006275,Paraíso das Águas,5751
5006309,Paranaíba,42401
5006358,Paranhos,14576
5006408,Pedro Gomes,7568
5006606,Ponta Porã,95320
5006903,Porto Murtinho,17460
5007109,Ribas do Rio Pardo,25310
5007208,Rio Brilhante,38844
5007307,Rio Negro,4758
5007406,Rio Verde de Mato Grosso,20025
5007505,Rochedo,5120
5007554,Santa Rita do Pardo,7948
5007695,São Gabriel do Oeste,27660
5007703,Sete Quedas,10751
5007802,Selvíria,6555
5007901,Sidrolândia,60792
5007935,Sonora,20158
5007950,Tacuru,11795
5007976,Taquarussu,3588
5008008,Terenos,22721
5008305,Três Lagoas,125137
5008404,Vicentina,6115
5100102,Acorizal,5309
5100201,Água Boa,26679
5100250,Alta Floresta,52105
5100300,Alto Araguaia,19714
5100359,Alto Boa Vista,7092
5100409,Alto Garças,12323
5100508,Alto Paraguai,11587
5100607,Alto Taquari,11413
5100805,Apiacás,10431
5101001,Araguaiana,3064
5101209,Araguainha,909
5101258,Araputanga,17078
5101308,Arenápolis,9399
5101407,Aripuanã,23067
5101605,Barão de Melgaço,8165
5101704,Barra do Bugres,35642
5101803,Barra do Garças,61702
5101852,Bom Jesus do Araguaia,6830
5101902,Brasnorte,20571
5102504,Cáceres,95339
5102603,Campinápolis,16223
5102637,Campo Novo do Parecis,36917
5102678,Campo Verde,44033
5102686,Campos de Júlio,7245
5102694,Canabrava do Norte,4711
5102702,Canarana,22101
5102793,Carlinda,10094
5102850,Castanheira,8782
5103007,Chapada dos Guimarães,22521
5103056,Cláudia,12338
5103106,Cocalinho,5716
5103205,Colíder,33855
5103254,Colniza,41117
5103304,Comodoro,21249
5103353,Confresa,32076
5103361,Conquista D'Oeste,4163
5103379,Cotriguaçu,20717
5103403,Cuiabá,623614
5103437,Curvelândia,5267
5103452,Denise,9626
5103502,Diamantino,22311
5103601,Dom Aquino,8087
5103700,Feliz Natal,14847
5103809,Figueirópolis D'Oeste,3411
5103858,Gaúcha do Norte,7913
5103908,General Carneiro,5726
5103957,Glória D'Oeste,2990
5104104,Guarantã do Norte,36439
5104203,Guiratinga,15740
5104500,Indiavaí,2806
5104526,Ipiranga do Norte,8182
5104542,Itanhangá,7030
5104559,Itaúba,3609
5104609,Itiquira,13727
5104807,Jaciara,27696
5104906,Jangada,8420
5105002,Jauru,8377
5105101,Juara,35275
5105150,Juína,41190
5105176,Juruena,16811
5105200,Juscimeira,11124
5105234,Lambari D'Oeste,6246
5105259,Lucas do Rio Verde,69671
5105309,Luciara,2036
5105507,Vila Bela da Santíssima Trindade,16412
5105580,Marcelândia,10107
5105606,Matupá,17017
5105622,Mirassol d'Oeste,28135
5105903,Nobres,15332
5106000,Nortelândia,5858
5106109,Nossa Senhora do Livramento,13093
5106158,Nova Bandeirantes,16052
5106174,Nova Nazaré,4013
5106182,Nova Lacerda,6861
5106190,Nova Santa Helena,3755
5106208,Nova Brasilândia,3656
5106216,Nova Canaã do Norte,12876
5106224,Nova Mutum,48222
5106232,Nova Olímpia,20820
5106240,Nova Ubiratã,12492
5106257,Nova Xavantina,21695
5106265,Novo Mundo,9545
5106273,Novo Horizonte do Norte,4069
5106281,Novo São Joaquim,4837
5106299,Paranaíta,11291
5106307,Paranatinga,23250
5106315,Novo Santo Antônio,2769
5106372,Pedra Preta,17547
5106422,Peixoto de Azevedo,35695
5106455,Planalto da Serra,2637
5106505,Poconé,33386
5106653,Pontal do Araguaia,6972
5106703,Ponte Branca,1525
5106752,Pontes e Lacerda,46105
5106778,Porto Alegre do Norte,12849
5106802,Porto dos Gaúchos,5344
5106828,Porto Esperidião,12176
5106851,Porto Estrela,2794
5107008,Poxoréu,15936
5107040,Primavera do Leste,63876
5107065,Querência,18386
5107107,São José dos Quatro Marcos,18788
5107156,Reserva do Cabaçal,2754
5107180,Ribeirão Cascalheira,10450
5107198,Ribeirãozinho,2439
5107206,Rio Branco,5147
5107248,Santa Carmem,4600
5107263,Santo Afonso,3164
5107297,São José do Povo,4102
5107305,São José do Rio Claro,21351
5107354,São José do Xingu,5646
5107404,São Pedro da Cipa,4823
5107578,Rondolândia,4069
5107602,Rondonópolis,239613
5107701,Rosário Oeste,16999
5107743,Santa Cruz do Xingu,2700
5107750,Salto do Céu,3226
5107768,Santa Rita do Trivelato,3602
5107776,Santa Terezinha,8547
5107792,Santo Antônio do Leste,5459
5107800,Santo Antônio do Leverger,17188
5107859,São Félix do Araguaia,11934
5107875,Sapezal,27485
5107883,Serra Nova Dourada,1705
5107909,Sinop,148960
5107925,Sorriso,94941
5107941,Tabaporã,9357
5107958,Tangará da Serra,107631
5108006,Tapurah,14380
5108055,Terra Nova do Norte,9284
5108105,Tesouro,3761
5108204,Torixoréu,3487
5108303,União do Sul,3455
5108352,Vale de São Domingos,3124
5108402,Várzea Grande,290383
5108501,Vera,11731
5108600,Vila Rica,26946
5108808,Nova Guarita,4407
5108857,Nova Marilândia,3332
5108907,Nova Maringá,9056
5108956,Nova Monte Verde,9375
5200050,Abadia de Goiás,9158
5200100,Abadiânia,20873
5200134,Acreúna,22710
5200159,Adelândia,2515
5200175,Água Fria de Goiás,5843
5200209,Água Limpa,1809
5200258,Águas Lindas de Goiás,222850
5200308,Alexânia,28360
5200506,Aloândia,1976
5200555,Alto Horizonte,6796
5200605,Alto Paraíso de Goiás,7751
5200803,Alvorada do Norte,8749
5200829,Amaralina,3875
5200852,Americano do Brasil,6220
5200902,Amorinópolis,3011
5201108,Anápolis,396526
5201207,Anhanguera,1171
5201306,Anicuns,22113
5201405,Aparecida de Goiânia,601844
5201454,Aparecida do Rio Doce,2474
5201504,Aporé,4266
5201603,Araçu,3450
5201702,Aragarças,20410
5201801,Aragoiânia,10680
5202155,Araguapaz,7795
5202353,Arenópolis,2462
5202502,Aruanã,10340
5202601,Aurilândia,3000
5202809,Avelinópolis,2401
5203104,Baliza,5418
5203203,Barro Alto,11643
5203302,Bela Vista de Goiás,31004
5203401,Bom Jardim de Goiás,8912
5203500,Bom Jesus de Goiás,26069
5203559,Bonfinópolis,10120
5203575,Bonópolis,4579
5203609,Brazabrantes,3812
5203807,Britânia,5815
5203906,Buriti Alegre,9515
5203939,Buriti de Goiás,2464
5203962,Buritinópolis,3272
5204003,Cabeceiras,8098
5204102,Cachoeira Alta,12843
5204201,Cachoeira de Goiás,1336
5204250,Cachoeira Dourada,7997
5204300,Caçu,16525
5204409,Caiapônia,19304
5204508,Caldas Novas,95183
5204557,Caldazinha,3900
5204607,Campestre de Goiás,3662
5204656,Campinaçu,3628
5204706,Campinorte,12880
5204805,Campo Alegre de Goiás,7884
5204854,Campo Limpo de Goiás,8087
5204904,Campos Belos,20124
5204953,Campos Verdes,1526
5205000,Carmo do Rio Verde,10299
5205059,Castelândia,3380
5205109,Catalão,113091
5205208,Caturaí,5132
5205307,Cavalcante,9740
5205406,Ceres,22407
5205455,Cezarina,8794
5205471,Chapadão do Céu,10797
5205497,Cidade Ocidental,74370
5205513,Cocalzinho de Goiás,20771
5205521,Colinas do Sul,3339
5205703,Córrego do Ouro,2254
5205802,Corumbá de Goiás,11223
5205901,Corumbaíba,10012
5206206,Cristalina,61385
5206305,Cristianópolis,2962
5206404,Crixás,17136
5206503,Cromínia,3458
5206602,Cumari,2820
5206701,Damianópolis,3302
5206800,Damolândia,2944
5206909,Davinópolis,2094
5207105,Diorama,2477
5207253,Doverlândia,7174
5207352,Edealina,3678
5207402,Edéia,12559
5207501,Estrela do Norte,3253
5207535,Faina,6527
5207600,Fazenda Nova,5471
5207808,Firminópolis,13604
5207907,Flores de Goiás,17415
5208004,Formosa,125705
5208103,Formoso,4098
5208152,Gameleira de Goiás,3923
5208301,Divinópolis de Goiás,4701
5208400,Goianápolis,11217
5208509,Goiandira,5650
5208608,Goianésia,72045
5208707,Goiânia,1555626
5208806,Goianira,46278
5208905,Goiás,22122
5209101,Goiatuba,34307
5209150,Gouvelândia,6076
5209200,Guapó,14206
5209291,Guaraíta,1905
5209408,Guarani de Goiás,3801
5209457,Guarinos,1681
5209606,Heitoraí,3742
5209705,Hidrolândia,22533
5209804,Hidrolina,3450
5209903,Iaciara,14215
5209937,Inaciolândia,6275
5209952,Indiara,15962
5210000,Inhumas,53655
5210109,Ipameri,27365
5210158,Ipiranga de Goiás,2892
5210208,Iporá,31471
5210307,Israelândia,2772
5210406,Itaberaí,44329
5210562,Itaguari,4684
5210604,Itaguaru,5184
5210802,Itajá,4412
5210901,Itapaci,23850
5211008,Itapirapuã,4380
5211206,Itapuranga,25597
5211305,Itarumã,7337
5211404,Itauçu,8968
5211503,Itumbiara,106845
5211602,Ivolândia,2295
5211701,Jandaia,6001
5211800,Jaraguá,52160
5211909,Jataí,103221
5212006,Jaupaci,2843
5212055,Jesúpolis,2497
5212105,Joviânia,7417
5212204,Jussara,18266
5212253,Lagoa Santa,1652
5212303,Leopoldo de Bulhões,7663
5212501,Luziânia,214645
5212600,Mairipotaba,2358
5212709,Mambaí,9277
5212808,Mara Rosa,9234
5212907,Marzagão,2263
5212956,Matrinchã,4321
5213004,Maurilândia,14568
5213053,Mimoso de Goiás,2575
5213087,Minaçu,28518
5213103,Mineiros,69477
5213400,Moiporá,1471
5213509,Monte Alegre de Goiás,8759
5213707,Montes Claros de Goiás,8037
5213756,Montividiu,13935
5213772,Montividiu do Norte,4538
5213806,Morrinhos,46955
5213855,Morro Agudo de Goiás,2217
5213905,Mossâmedes,4120
5214002,Mozarlândia,16077
5214051,Mundo Novo,4540
5214101,Mutunópolis,3749
5214408,Nazário,9375
5214507,Nerópolis,30931
5214606,Niquelândia,47064
5214705,Nova América,2362
5214804,Nova Aurora,2236
5214838,Nova Crixás,13020
5214861,Nova Glória,8063
5214879,Nova Iguaçu de Goiás,2939
5214903,Nova Roma,3208
5215009,Nova Veneza,10193
5215207,Novo Brasil,2775
5215231,Novo Gama,119649
5215256,Novo Planalto,4592
5215306,Orizona,15834
5215405,Ouro Verde de Goiás,3679
5215504,Ouvidor,6895
5215603,Padre Bernardo,35011
5215652,Palestina de Goiás,3470
5215702,Palmeiras de Goiás,29915
5215801,Palmelo,2382
5215900,Palminópolis,3578
5216007,Panamá,2590
5216304,Paranaiguara,10221
5216403,Paraúna,10988
5216452,Perolândia,3156
5216809,Petrolina de Goiás,10240
5216908,Pilar de Goiás,2135
5217104,Piracanjuba,24543
5217203,Piranhas,10161
5217302,Pirenópolis,25218
5217401,Pires do Rio,31909
5217609,Planaltina,91345
5217708,Pontalina,17899
5218003,Porangatu,45866
5218052,Porteirão,3979
5218102,Portelândia,4032
5218300,Posse,37924
5218391,Professor Jamil,3211
5218508,Quirinópolis,51323
5218607,Rialma,10961
5218706,Rianápolis,4832
5218789,Rio Quente,4728
5218805,Rio Verde,247259
5218904,Rubiataba,20012
5219001,Sanclerlândia,7630
5219100,Santa Bárbara de Goiás,6701
5219209,Santa Cruz de Goiás,2782
5219258,Santa Fé de Goiás,5585
5219308,Santa Helena de Goiás,38962
5219357,Santa Isabel,3821
5219407,Santa Rita do Araguaia,9110
5219456,Santa Rita do Novo Destino,3367
5219506,Santa Rosa de Goiás,2200
5219605,Santa Tereza de Goiás,3207
5219704,Santa Terezinha de Goiás,8386
5219712,Santo Antônio da Barra,4886
5219738,Santo Antônio de Goiás,6593
5219753,Santo Antônio do Descoberto,76871
5219803,São Domingos,13305
5219902,São Francisco de Goiás,6265
5220009,São João d'Aliança,14423
5220058,São João da Paraúna,1312
5220108,São Luís de Montes Belos,34488
5220157,São Luiz do Norte,5263
5220207,São Miguel do Araguaia,21849
5220264,São Miguel do Passa Quatro,4105
5220280,São Patrício,2040
5220405,São Simão,21318
5220454,Senador Canedo,121447
5220504,Serranópolis,8737
5220603,Silvânia,20938
5220686,Simolândia,6895
5220702,Sítio d'Abadia,3040
5221007,Taquaral de Goiás,3506
5221080,Teresina de Goiás,3538
5221197,Terezópolis de Goiás,8326
5221304,Três Ranchos,2830
5221403,Trindade,132006
5221452,Trombas,3497
5221502,Turvânia,4526
5221551,Turvelândia,5447
5221577,Uirapuru,2829
5221601,Uruaçu,41150
5221700,Uruana,13795
5221809,Urutaí,3056
5221858,Valparaíso de Goiás,175720
5221908,Varjão,3848
5222005,Vianópolis,14088
5222054,Vicentinópolis,9002
5222203,Vila Boa,6451
5222302,Vila Propício,5941
5300108,Brasília,3094325
